d18o,sss,lat,lon,depth,ref,temp,region,type,
-0.67,32.86,46.04,152.3,19,Yamamoto et al (2002),4.5,Sea of Okhotsk,primary,
-0.71,32.81,46.38,151.9,9,Yamamoto et al (2002),8.91,Sea of Okhotsk,primary,
-0.72,32.82,46.38,151.9,20,Yamamoto et al (2002),8.62,Sea of Okhotsk,primary,
-0.86,32.4,47.65,150.65,0,Yamamoto et al (2002),9.63,Sea of Okhotsk,primary,
-0.76,32.53,47.65,150.65,20,Yamamoto et al (2002),5.67,Sea of Okhotsk,primary,
-0.9,32.4,48.12,150.13,0,Yamamoto et al (2002),11.03,Sea of Okhotsk,primary,
-0.85,32.4,48.12,150.13,10,Yamamoto et al (2002),10.83,Sea of Okhotsk,primary,
-0.82,32.42,48.57,149.65,0,Yamamoto et al (2002),11.68,Sea of Okhotsk,primary,
-0.85,32.41,51.04,148.32,9,Yamamoto et al (2002),10.51,Sea of Okhotsk,primary,
-1.44,30.95,53.01,146.66,0,Yamamoto et al (2002),16.41,Sea of Okhotsk,primary,
-0.99,32.09,53.01,146.66,10,Yamamoto et al (2002),14.79,Sea of Okhotsk,primary,
-0.78,32.59,53.01,146.66,20,Yamamoto et al (2002),7.65,Sea of Okhotsk,primary,
-0.77,32.68,53.75,146.33,0,Yamamoto et al (2002),15.28,Sea of Okhotsk,primary,
-0.78,32.68,53.75,146.33,10,Yamamoto et al (2002),15.19,Sea of Okhotsk,primary,
-0.8,32.68,53.75,146.33,10,Yamamoto et al (2002),15.12,Sea of Okhotsk,primary,
-0.75,32.67,53.75,146.33,20,Yamamoto et al (2002),8.45,Sea of Okhotsk,primary,
-1,32.03,54.01,145.5,0,Yamamoto et al (2002),16,Sea of Okhotsk,primary,
-0.79,32.62,54.01,145.5,10,Yamamoto et al (2002),10.53,Sea of Okhotsk,primary,
-2.35,28.82,54,144.83,0,Yamamoto et al (2002),16.82,Sea of Okhotsk,primary,
-1.45,31.67,54,144.83,10,Yamamoto et al (2002),14.1,Sea of Okhotsk,primary,
-2.69,28.38,54,144.33,0,Yamamoto et al (2002),16.44,Sea of Okhotsk,primary,
-3.15,27.34,54,144.09,0,Yamamoto et al (2002),16.53,Sea of Okhotsk,primary,
-1.77,30.42,54,144.09,10,Yamamoto et al (2002),13.32,Sea of Okhotsk,primary,
-3.44,28.72,54,144.02,0,Yamamoto et al (2002),15.42,Sea of Okhotsk,primary,
-4.4,25.62,54,143.97,0,Yamamoto et al (2002),16.57,Sea of Okhotsk,primary,
-3.27,27.53,54,143.97,4,Yamamoto et al (2002),15.1,Sea of Okhotsk,primary,
-1.94,30.07,54,143.97,9,Yamamoto et al (2002),7.37,Sea of Okhotsk,primary,
-0.84,32.74,54,143.97,21,Yamamoto et al (2002),-0.08,Sea of Okhotsk,primary,
-4.33,25.45,54,143.83,0,Yamamoto et al (2002),16.37,Sea of Okhotsk,primary,
-5.15,22.59,54,143.59,0,Yamamoto et al (2002),17.58,Sea of Okhotsk,primary,
-4.04,25.19,54,143.59,10,Yamamoto et al (2002),12.19,Sea of Okhotsk,primary,
-1.62,32.12,54,143.59,20,Yamamoto et al (2002),0.97,Sea of Okhotsk,primary,
-4.56,25.94,54.01,143.34,0,Yamamoto et al (2002),14.03,Sea of Okhotsk,primary,
-2.04,31.43,54.01,143.34,16,Yamamoto et al (2002),2.27,Sea of Okhotsk,primary,
-3.49,27.41,53.99,143.01,0,Yamamoto et al (2002),10.45,Sea of Okhotsk,primary,
-2.84,28.34,52.98,143.5,0,Yamamoto et al (2002),10.91,Sea of Okhotsk,primary,
-1.91,30.88,52.98,143.5,9,Yamamoto et al (2002),3.71,Sea of Okhotsk,primary,
-1.31,32.14,52.98,143.5,15,Yamamoto et al (2002),0.48,Sea of Okhotsk,primary,
-1.31,32.15,52.98,143.5,20,Yamamoto et al (2002),0.45,Sea of Okhotsk,primary,
-1.64,30.7,52.99,143.96,9,Yamamoto et al (2002),6.92,Sea of Okhotsk,primary,
-0.91,32.63,52.99,143.96,15,Yamamoto et al (2002),0.23,Sea of Okhotsk,primary,
-2.74,28.83,53,144.25,0,Yamamoto et al (2002),15.33,Sea of Okhotsk,primary,
-2.28,29.82,53,144.25,10,Yamamoto et al (2002),11.44,Sea of Okhotsk,primary,
-0.97,32.79,53,144.25,20,Yamamoto et al (2002),0.11,Sea of Okhotsk,primary,
-2.54,29.06,53,144.51,0,Yamamoto et al (2002),16.38,Sea of Okhotsk,primary,
-2.43,29.15,53,144.51,10,Yamamoto et al (2002),15.11,Sea of Okhotsk,primary,
-1.32,31.79,53,144.51,19,Yamamoto et al (2002),3.67,Sea of Okhotsk,primary,
-1.01,32.41,53,144.41,20,Yamamoto et al (2002),2.91,Sea of Okhotsk,primary,
-2.16,29.69,52.97,144.76,9,Yamamoto et al (2002),15.04,Sea of Okhotsk,primary,
-0.84,32.46,52.97,144.76,20,Yamamoto et al (2002),5.16,Sea of Okhotsk,primary,
-2.62,28.59,53.01,144.93,0,Yamamoto et al (2002),17.73,Sea of Okhotsk,primary,
-1.41,30.97,52.93,145.39,0,Yamamoto et al (2002),16.87,Sea of Okhotsk,primary,
-1.39,31.34,52.93,145.39,10,Yamamoto et al (2002),16.38,Sea of Okhotsk,primary,
-0.77,32.67,52.93,145.39,21,Yamamoto et al (2002),5.91,Sea of Okhotsk,primary,
-1.69,30.15,53.01,146.01,0,Yamamoto et al (2002),16.77,Sea of Okhotsk,primary,
-1.47,31.2,53.01,146.01,10,Yamamoto et al (2002),13.81,Sea of Okhotsk,primary,
-0.89,32.49,53.01,146.01,21,Yamamoto et al (2002),3.47,Sea of Okhotsk,primary,
-0.91,32.5,51.25,145.5,10,Yamamoto et al (2002),9.82,Sea of Okhotsk,primary,
-1.17,32.25,51.25,144.5,0,Yamamoto et al (2002),12.98,Sea of Okhotsk,primary,
-0.79,32.72,51.25,144.5,19,Yamamoto et al (2002),2.44,Sea of Okhotsk,primary,
-1.56,31.75,49.5,144.34,0,Yamamoto et al (2002),11.43,Sea of Okhotsk,primary,
-1,32.55,49.5,144.52,10,Yamamoto et al (2002),9.72,Sea of Okhotsk,primary,
-0.9,32.64,49.5,144.84,0,Yamamoto et al (2002),10.83,Sea of Okhotsk,primary,
-0.88,32.64,49.5,144.84,10,Yamamoto et al (2002),10.45,Sea of Okhotsk,primary,
-0.85,32.7,49.5,145.34,20,Yamamoto et al (2002),6.84,Sea of Okhotsk,primary,
-0.84,32.44,49.5,146.12,0,Yamamoto et al (2002),13.97,Sea of Okhotsk,primary,
-0.89,32.38,46.42,145.84,11,Yamamoto et al (2002),13.74,Sea of Okhotsk,primary,
-0.68,32.82,45.67,145.01,0,Yamamoto et al (2002),15.53,Sea of Okhotsk,primary,
-0.65,32.82,45.67,145.01,10,Yamamoto et al (2002),14.36,Sea of Okhotsk,primary,
-0.68,32.94,45.67,145.01,20,Yamamoto et al (2002),5.01,Sea of Okhotsk,primary,
-0.76,32.7,45.6,150.54,2,Yamamoto et al (2002),10.46,Sea of Okhotsk,primary,
-0.74,32.7,45.6,150.54,9,Yamamoto et al (2002),10.4,Sea of Okhotsk,primary,
-0.76,32.63,47.21,151.12,4,Yamamoto et al (2002),9.01,Sea of Okhotsk,primary,
-0.94,32.2,48.59,149.68,3,Yamamoto et al (2002),13.3,Sea of Okhotsk,primary,
-0.94,32.19,48.59,149.68,12,Yamamoto et al (2002),13.3,Sea of Okhotsk,primary,
-0.95,32.37,49.5,147.51,2,Yamamoto et al (2002),13.88,Sea of Okhotsk,primary,
-0.95,32.27,49.51,146.5,2,Yamamoto et al (2002),13.24,Sea of Okhotsk,primary,
-0.95,32.28,49.51,146.5,10,Yamamoto et al (2002),12.89,Sea of Okhotsk,primary,
-1.19,31.91,49.5,145.09,3,Yamamoto et al (2002),12.74,Sea of Okhotsk,primary,
-1.12,32.09,49.5,145.09,9,Yamamoto et al (2002),12.98,Sea of Okhotsk,primary,
-0.82,32.6,49.5,145.09,20,Yamamoto et al (2002),8.8,Sea of Okhotsk,primary,
-2.07,29.58,49.51,144.52,3,Yamamoto et al (2002),11.24,Sea of Okhotsk,primary,
-2.05,29.62,49.51,144.52,11,Yamamoto et al (2002),11.35,Sea of Okhotsk,primary,
-1.26,31.74,49.51,144.52,20,Yamamoto et al (2002),7.43,Sea of Okhotsk,primary,
-1.86,30.06,53.03,145.55,2,Yamamoto et al (2002),14.35,Sea of Okhotsk,primary,
-1.85,30.07,53.03,145.55,9,Yamamoto et al (2002),14.35,Sea of Okhotsk,primary,
-0.83,32.51,53.03,145.55,19,Yamamoto et al (2002),8.4,Sea of Okhotsk,primary,
-1.63,30.57,53.01,144.79,3,Yamamoto et al (2002),13.9,Sea of Okhotsk,primary,
-1.65,30.57,53.01,144.79,8,Yamamoto et al (2002),13.9,Sea of Okhotsk,primary,
-0.87,32.53,53.01,144.79,18,Yamamoto et al (2002),13.34,Sea of Okhotsk,primary,
-2.4,28.29,53,143.52,3,Yamamoto et al (2002),12.41,Sea of Okhotsk,primary,
-2.23,28.8,53,143.52,9,Yamamoto et al (2002),11.32,Sea of Okhotsk,primary,
-1.75,30.26,53,143.52,20,Yamamoto et al (2002),7.33,Sea of Okhotsk,primary,
-1.88,29.75,53,143.76,3,Yamamoto et al (2002),10.37,Sea of Okhotsk,primary,
-1.91,29.76,53,143.76,20,Yamamoto et al (2002),2.76,Sea of Okhotsk,primary,
-2.21,28.96,53.02,144.01,4,Yamamoto et al (2002),12.11,Sea of Okhotsk,primary,
-2.16,29.22,53.02,144.25,5,Yamamoto et al (2002),13.53,Sea of Okhotsk,primary,
-2.15,29.21,53.02,144.25,9,Yamamoto et al (2002),13.53,Sea of Okhotsk,primary,
-1.16,31.73,53.02,144.25,20,Yamamoto et al (2002),7.3,Sea of Okhotsk,primary,
-0.83,32.55,53,144.42,20,Yamamoto et al (2002),12.53,Sea of Okhotsk,primary,
-2.74,27.36,54.01,143.33,4,Yamamoto et al (2002),12.74,Sea of Okhotsk,primary,
-2.57,27.76,54.01,143.33,9,Yamamoto et al (2002),12.76,Sea of Okhotsk,primary,
-1.67,30.21,54.01,143.33,19,Yamamoto et al (2002),7.74,Sea of Okhotsk,primary,
-2.12,29.29,54.01,143.6,4,Yamamoto et al (2002),13.3,Sea of Okhotsk,primary,
-2.08,29.36,54.01,143.6,9,Yamamoto et al (2002),12.8,Sea of Okhotsk,primary,
-1.16,31.78,54.01,143.6,19,Yamamoto et al (2002),2.87,Sea of Okhotsk,primary,
-2.07,29.19,54.01,143.84,3,Yamamoto et al (2002),12.7,Sea of Okhotsk,primary,
-2.04,29.29,54.01,143.84,10,Yamamoto et al (2002),12.52,Sea of Okhotsk,primary,
-1.1,31.93,54.01,143.84,19,Yamamoto et al (2002),3.57,Sea of Okhotsk,primary,
-2.04,29.34,54.01,144,8,Yamamoto et al (2002),12.23,Sea of Okhotsk,primary,
-1.97,29.66,53.99,144.34,3,Yamamoto et al (2002),13.72,Sea of Okhotsk,primary,
-1.84,29.97,53.99,144.34,10,Yamamoto et al (2002),13.29,Sea of Okhotsk,primary,
-0.98,32.16,53.99,144.34,16,Yamamoto et al (2002),12.85,Sea of Okhotsk,primary,
-0.84,32.39,55.52,144.01,9,Yamamoto et al (2002),7.5,Sea of Okhotsk,primary,
-2.1,28.82,55.5,143.21,5,Yamamoto et al (2002),13.42,Sea of Okhotsk,primary,
-1.19,31.16,55.5,143.21,19,Yamamoto et al (2002),7.42,Sea of Okhotsk,primary,
-0.94,32.15,55.54,140.95,22,Yamamoto et al (2002),2.17,Sea of Okhotsk,primary,
-2.12,28.87,55.57,140.71,11,Yamamoto et al (2002),13.6,Sea of Okhotsk,primary,
-1.58,30.04,55.6,140.38,4,Yamamoto et al (2002),12.67,Sea of Okhotsk,primary,
-0.77,32.67,55.6,140.38,20,Yamamoto et al (2002),1.18,Sea of Okhotsk,primary,
-0.92,32.38,55,139.1,1,Yamamoto et al (2002),4.62,Sea of Okhotsk,primary,
-0.9,32.42,55,139.1,22,Yamamoto et al (2002),1.7,Sea of Okhotsk,primary,
-0.94,32.15,55.45,138.23,10,Yamamoto et al (2002),5.78,Sea of Okhotsk,primary,
-1.13,31.46,55.9,137.36,2,Yamamoto et al (2002),7.62,Sea of Okhotsk,primary,
-1.13,31.46,55.9,137.36,10,Yamamoto et al (2002),7.62,Sea of Okhotsk,primary,
-1.14,31.47,55.9,137.36,20,Yamamoto et al (2002),7.63,Sea of Okhotsk,primary,
-0.97,31.88,55.86,137.7,2,Yamamoto et al (2002),6.82,Sea of Okhotsk,primary,
-1,31.88,55.86,137.7,19,Yamamoto et al (2002),6.83,Sea of Okhotsk,primary,
-0.99,31.74,55.8,138.35,2,Yamamoto et al (2002),6.55,Sea of Okhotsk,primary,
-0.99,31.75,55.8,138.35,8,Yamamoto et al (2002),6.36,Sea of Okhotsk,primary,
-1.58,30.06,55.64,140.01,9,Yamamoto et al (2002),11.36,Sea of Okhotsk,primary,
-1.01,31.71,54.99,140,19,Yamamoto et al (2002),9.08,Sea of Okhotsk,primary,
-1.63,30.14,54,141,2,Yamamoto et al (2002),8.97,Sea of Okhotsk,primary,
-1.63,30.14,54,141,6,Yamamoto et al (2002),8.97,Sea of Okhotsk,primary,
-1.63,30.13,54,141,10,Yamamoto et al (2002),8.92,Sea of Okhotsk,primary,
-1.62,30.13,54,141,15,Yamamoto et al (2002),8.84,Sea of Okhotsk,primary,
-1.48,30.43,54,141,22,Yamamoto et al (2002),6.44,Sea of Okhotsk,primary,
-5.08,21.15,53.99,142,10,Yamamoto et al (2002),12.1,Sea of Okhotsk,primary,
-1.83,29.55,53.99,142,14,Yamamoto et al (2002),11.24,Sea of Okhotsk,primary,
-1.49,30.47,53.99,142,19,Yamamoto et al (2002),5.63,Sea of Okhotsk,primary,
-1.43,30.77,53.99,142,24,Yamamoto et al (2002),2.94,Sea of Okhotsk,primary,
-1.53,30.52,54.5,142.01,10,Yamamoto et al (2002),9.38,Sea of Okhotsk,primary,
-0.73,32.96,55,141.99,19,Yamamoto et al (2002),-0.11,Sea of Okhotsk,primary,
-1.6,30.2,54.99,143,10,Yamamoto et al (2002),11.14,Sea of Okhotsk,primary,
-1.51,30.45,54.43,142.88,19,Yamamoto et al (2002),10.01,Sea of Okhotsk,primary,
-1.33,31.07,54.51,143.06,20,Yamamoto et al (2002),5.39,Sea of Okhotsk,primary,
-1.6,30.29,54.62,143.28,2,Yamamoto et al (2002),9.72,Sea of Okhotsk,primary,
-1.13,31.62,54.92,143.94,3,Yamamoto et al (2002),7.88,Sea of Okhotsk,primary,
-1.14,31.62,54.92,143.94,8,Yamamoto et al (2002),7.86,Sea of Okhotsk,primary,
-0.69,32.89,55.51,144.92,2,Yamamoto et al (2002),5,Sea of Okhotsk,primary,
-0.68,32.89,55.51,144.92,10,Yamamoto et al (2002),4.76,Sea of Okhotsk,primary,
-0.66,32.99,55.51,144.92,20,Yamamoto et al (2002),3.37,Sea of Okhotsk,primary,
-0.69,32.88,55.62,145.01,2,Yamamoto et al (2002),4.94,Sea of Okhotsk,primary,
-0.69,32.89,55.62,145.01,10,Yamamoto et al (2002),4.66,Sea of Okhotsk,primary,
-0.66,32.95,55.62,145.01,19,Yamamoto et al (2002),3.97,Sea of Okhotsk,primary,
-0.79,32.67,55.16,146.02,4,Yamamoto et al (2002),5.29,Sea of Okhotsk,primary,
-0.77,32.68,55.16,146.02,9,Yamamoto et al (2002),5.28,Sea of Okhotsk,primary,
-0.96,32.24,53.99,146.99,4,Yamamoto et al (2002),11.67,Sea of Okhotsk,primary,
-1.59,30.67,52.34,146.32,3,Yamamoto et al (2002),12.58,Sea of Okhotsk,primary,
-1.58,30.67,52.34,146.32,19,Yamamoto et al (2002),12.58,Sea of Okhotsk,primary,
-0.79,32.11,49.51,146.48,2,Yamamoto et al (2002),2.16,Sea of Okhotsk,primary,
-0.73,32.8,49.5,144.57,20,Yamamoto et al (2002),-1.29,Sea of Okhotsk,primary,
-1.16,32.51,53,143.83,10,Yamamoto et al (2002),1.45,Sea of Okhotsk,primary,
-0.78,32.34,53,145.84,10,Yamamoto et al (2002),3.74,Sea of Okhotsk,primary,
-0.61,32.98,55.66,145.02,20,Yamamoto et al (2002),0.65,Sea of Okhotsk,primary,
-0.66,32.96,55.83,145.5,2,Yamamoto et al (2002),1.31,Sea of Okhotsk,primary,
-0.63,32.97,55.83,145.5,19,Yamamoto et al (2002),0.65,Sea of Okhotsk,primary,
-0.63,32.96,55.84,145.3,10,Yamamoto et al (2002),0.88,Sea of Okhotsk,primary,
-0.62,32.98,55.61,145.3,10,Yamamoto et al (2002),0.63,Sea of Okhotsk,primary,
-0.62,32.99,55.39,145.29,10,Yamamoto et al (2002),0.79,Sea of Okhotsk,primary,
-0.62,32.99,55.39,145.29,19,Yamamoto et al (2002),0.73,Sea of Okhotsk,primary,
-0.78,32.57,55.16,145.3,4,Yamamoto et al (2002),4.46,Sea of Okhotsk,primary,
-0.78,32.58,55.16,145.3,10,Yamamoto et al (2002),4.28,Sea of Okhotsk,primary,
-0.78,32.62,55.16,145.3,20,Yamamoto et al (2002),3.05,Sea of Okhotsk,primary,
-0.74,32.64,55.51,144,2,Yamamoto et al (2002),2.42,Sea of Okhotsk,primary,
-1.37,31.39,55.51,143.2,2,Yamamoto et al (2002),4.21,Sea of Okhotsk,primary,
-1.13,31.93,55.51,143.2,8,Yamamoto et al (2002),2.84,Sea of Okhotsk,primary,
-0.89,32.41,55.51,143.2,19,Yamamoto et al (2002),1.06,Sea of Okhotsk,primary,
-2.45,29.18,55.5,142.6,3,Yamamoto et al (2002),7.37,Sea of Okhotsk,primary,
-1.55,31.11,55.5,142.6,11,Yamamoto et al (2002),4.76,Sea of Okhotsk,primary,
-2.13,29.92,55.5,141.96,5,Yamamoto et al (2002),7.89,Sea of Okhotsk,primary,
-1.83,30.71,55.5,141.96,10,Yamamoto et al (2002),5.95,Sea of Okhotsk,primary,
-1.33,31.5,55.5,141.42,3,Yamamoto et al (2002),7,Sea of Okhotsk,primary,
-0.66,32.31,55.5,141.42,20,Yamamoto et al (2002),-0.61,Sea of Okhotsk,primary,
-0.74,32.41,55.57,140.69,20,Yamamoto et al (2002),-0.1,Sea of Okhotsk,primary,
-0.74,31.31,55.64,139.99,3,Yamamoto et al (2002),4.47,Sea of Okhotsk,primary,
-0.74,31.71,55.64,139.99,10,Yamamoto et al (2002),4.01,Sea of Okhotsk,primary,
-0.69,32.55,55.64,139.99,20,Yamamoto et al (2002),-1.35,Sea of Okhotsk,primary,
-0.77,31.35,55.74,138.9,4,Yamamoto et al (2002),5.53,Sea of Okhotsk,primary,
-0.79,31.5,55.74,138.9,11,Yamamoto et al (2002),5.32,Sea of Okhotsk,primary,
-0.7,33.06,55.74,138.9,20,Yamamoto et al (2002),-1.46,Sea of Okhotsk,primary,
-0.77,31.92,55.79,138.37,9,Yamamoto et al (2002),6.41,Sea of Okhotsk,primary,
-1.68,31.5,55.88,137.71,2,Yamamoto et al (2002),7.31,Sea of Okhotsk,primary,
-0.82,31.66,55,139.11,10,Yamamoto et al (2002),4.06,Sea of Okhotsk,primary,
-0.82,32.78,55,139.11,21,Yamamoto et al (2002),0.01,Sea of Okhotsk,primary,
-1.16,32.17,55,141,10,Yamamoto et al (2002),5.78,Sea of Okhotsk,primary,
-0.92,32.52,55,141,20,Yamamoto et al (2002),1.27,Sea of Okhotsk,primary,
-0.95,32.78,54.5,141,20,Yamamoto et al (2002),-1.03,Sea of Okhotsk,primary,
-1.19,32.8,54,141,10,Yamamoto et al (2002),-1.07,Sea of Okhotsk,primary,
-1.27,33.18,54,141,15,Yamamoto et al (2002),-1.47,Sea of Okhotsk,primary,
-1.11,32.81,54,142,15,Yamamoto et al (2002),-0.89,Sea of Okhotsk,primary,
-1.07,32.81,54,142,21,Yamamoto et al (2002),-0.89,Sea of Okhotsk,primary,
-0.99,32.45,55.37,142.85,20,Yamamoto et al (2002),0.62,Sea of Okhotsk,primary,
-4.6,24.42,55,143,5,Yamamoto et al (2002),10.88,Sea of Okhotsk,primary,
-2.02,30.25,55,143,10,Yamamoto et al (2002),4.85,Sea of Okhotsk,primary,
-1.01,32.57,55,143,20,Yamamoto et al (2002),-0.11,Sea of Okhotsk,primary,
-1.11,32.22,54,143.33,20,Yamamoto et al (2002),1.96,Sea of Okhotsk,primary,
-3.81,26.8,54,143.59,3,Yamamoto et al (2002),9.73,Sea of Okhotsk,primary,
-1.86,30.54,54,143.59,10,Yamamoto et al (2002),5.82,Sea of Okhotsk,primary,
-1.17,32.17,54,143.59,20,Yamamoto et al (2002),2.1,Sea of Okhotsk,primary,
-1.22,32.11,54,143.83,19,Yamamoto et al (2002),2.95,Sea of Okhotsk,primary,
-0.04,33.83,40.17,160.5,2,GEOSECS Ostlund et al (1,15.87,Sea of Okhotsk,primary,
0.28,34.33,7.33,134.45,2,Morimoto et al (2002),27.86,Western Pacific,primary,
0.34,34.39,7.33,134.45,2,Morimoto et al (2002),27.84,Western Pacific,primary,
0.49,34.36,7.33,134.45,2,Morimoto et al (2002),28.32,Western Pacific,primary,
0.44,34.48,7.33,134.45,2,Morimoto et al (2002),28.26,Western Pacific,primary,
0.48,34.73,7.33,134.45,2,Morimoto et al (2002),28.3,Western Pacific,primary,
0.6,34.77,7.33,134.45,2,Morimoto et al (2002),28.72,Western Pacific,primary,
0.45,34.85,7.33,134.45,2,Morimoto et al (2002),29.13,Western Pacific,primary,
0.55,35.04,7.33,134.45,2,Morimoto et al (2002),29.28,Western Pacific,primary,
0.77,35.38,7.33,134.45,2,Morimoto et al (2002),30.06,Western Pacific,primary,
0.4,34.57,7.33,134.45,2,Morimoto et al (2002),30.12,Western Pacific,primary,
0.26,34.25,7.33,134.45,2,Morimoto et al (2002),29.91,Western Pacific,primary,
0.34,34.43,7.33,134.45,2,Morimoto et al (2002),30.38,Western Pacific,primary,
0.32,34.38,7.33,134.45,2,Morimoto et al (2002),30.81,Western Pacific,primary,
0.44,34.67,7.33,134.45,2,Morimoto et al (2002),30.9,Western Pacific,primary,
0.2,34.27,7.33,134.45,2,Morimoto et al (2002),31.25,Western Pacific,primary,
0.26,34.4,7.33,134.45,2,Morimoto et al (2002),31.19,Western Pacific,primary,
0.18,34.3,7.33,134.45,2,Morimoto et al (2002),30.8,Western Pacific,primary,
0.16,34.07,7.33,134.45,2,Morimoto et al (2002),30.17,Western Pacific,primary,
0.08,33.87,7.33,134.45,2,Morimoto et al (2002),29.83,Western Pacific,primary,
0.1,33.84,7.33,134.45,2,Morimoto et al (2002),30.07,Western Pacific,primary,
0.06,33.61,7.33,134.45,2,Morimoto et al (2002),29.45,Western Pacific,primary,
0.04,33.73,7.33,134.45,2,Morimoto et al (2002),29.23,Western Pacific,primary,
0.03,33.61,7.33,134.45,2,Morimoto et al (2002),29.36,Western Pacific,primary,
0.02,33.63,7.33,134.45,2,Morimoto et al (2002),28.98,Western Pacific,primary,
0.08,33.9,7.33,134.45,2,Morimoto et al (2002),29.25,Western Pacific,primary,
0.07,33.82,7.33,134.45,2,Morimoto et al (2002),29.8,Western Pacific,primary,
0.04,33.73,7.33,134.45,2,Morimoto et al (2002),29.39,Western Pacific,primary,
0,33.68,7.33,134.45,2,Morimoto et al (2002),29.57,Western Pacific,primary,
-0.04,33.59,7.33,134.45,2,Morimoto et al (2002),29.7,Western Pacific,primary,
-0.06,33.73,7.33,134.45,2,Morimoto et al (2002),29.75,Western Pacific,primary,
-0.1,33.53,7.33,134.45,2,Morimoto et al (2002),29.48,Western Pacific,primary,
-0.07,33.71,7.33,134.45,2,Morimoto et al (2002),29.36,Western Pacific,primary,
-0.13,33.51,7.33,134.45,2,Morimoto et al (2002),29.66,Western Pacific,primary,
-0.17,33.39,7.33,134.45,2,Morimoto et al (2002),29.92,Western Pacific,primary,
-0.46,32.42,7.33,134.45,2,Morimoto et al (2002),29.02,Western Pacific,primary,
-0.42,32.45,7.33,134.45,2,Morimoto et al (2002),28.69,Western Pacific,primary,
-0.15,33.33,7.33,134.45,2,Morimoto et al (2002),28.9,Western Pacific,primary,
-0.21,33.26,7.33,134.45,2,Morimoto et al (2002),29.26,Western Pacific,primary,
-0.16,33.41,7.33,134.45,2,Morimoto et al (2002),29.85,Western Pacific,primary,
-0.15,33.39,7.33,134.45,2,Morimoto et al (2002),30.1,Western Pacific,primary,
-0.2,33.26,7.33,134.45,2,Morimoto et al (2002),30.17,Western Pacific,primary,
-0.21,33.23,7.33,134.45,2,Morimoto et al (2002),29.52,Western Pacific,primary,
-0.13,33.43,7.33,134.45,2,Morimoto et al (2002),29.7,Western Pacific,primary,
-0.07,33.44,7.33,134.45,2,Morimoto et al (2002),29.11,Western Pacific,primary,
-0.05,33.49,7.33,134.45,2,Morimoto et al (2002),29.16,Western Pacific,primary,
0.03,33.73,7.33,134.45,2,Morimoto et al (2002),28.66,Western Pacific,primary,
0.06,33.72,7.33,134.45,2,Morimoto et al (2002),28.85,Western Pacific,primary,
0.01,33.58,7.33,134.45,2,Morimoto et al (2002),28.99,Western Pacific,primary,
0.12,33.78,7.33,134.45,2,Morimoto et al (2002),29.19,Western Pacific,primary,
0.2,33.79,7.33,134.45,2,Morimoto et al (2002),29.42,Western Pacific,primary,
-0.01,33.56,7.33,134.45,2,Morimoto et al (2002),29.51,Western Pacific,primary,
0.06,33.61,7.33,134.45,2,Morimoto et al (2002),30.07,Western Pacific,primary,
0.02,33.51,7.33,134.45,2,Morimoto et al (2002),29.46,Western Pacific,primary,
0.02,33.59,7.33,134.45,2,Morimoto et al (2002),29.91,Western Pacific,primary,
-0.1,33.39,7.33,134.45,2,Morimoto et al (2002),29.92,Western Pacific,primary,
0.01,33.42,7.33,134.45,2,Morimoto et al (2002),29.6,Western Pacific,primary,
0.3,34.3,7.5,134.5,0,Epstein and Mayeda (1953,**,Western Pacific,primary,
-0.04,33.8,7.5,134.5,0,Epstein and Mayeda (1953,**,Western Pacific,primary,
0.19,34.5,13.5,144.5,0,Epstein and Mayeda (1953,**,Western Pacific,primary,
0.32,35.4,13.5,144.5,0,Epstein and Mayeda (1953,**,Western Pacific,primary,
2.8,40.2,15,146,0,Epstein and Mayeda (1953,**,Western Pacific,primary,
0.47,34.658,-3.998,155.594,4.9,Pandora,29.273,Western Pacific,primary,
-0.04,33.384,7.32,134.46,0,palau,,Western Pacific,primary,
-0.01,33.416,7.32,134.46,0,palau,,Western Pacific,primary,
0,33.514,7.32,134.46,0,palau,,Western Pacific,primary,
-0.04,33.344,7.32,134.46,0,palau,,Western Pacific,primary,
-0.04,33.294,7.32,134.46,0,palau,,Western Pacific,primary,
-0.05,33.312,7.32,134.46,0,palau,,Western Pacific,primary,
-0.02,33.338,7.32,134.46,0,palau,,Western Pacific,primary,
0.03,33.412,7.32,134.46,0,palau,,Western Pacific,primary,
-0.01,33.468,7.32,134.46,0,palau,,Western Pacific,primary,
-0.01,33.322,7.32,134.46,0,palau,,Western Pacific,primary,
-0.09,33.35,7.32,134.46,0,palau,,Western Pacific,primary,
0,33.43,7.32,134.46,0,palau,,Western Pacific,primary,
-0.09,33.294,7.32,134.46,0,palau,,Western Pacific,primary,
-0.04,33.354,7.32,134.46,0,palau,,Western Pacific,primary,
-0.09,32.962,7.32,134.46,0,palau,,Western Pacific,primary,
-0.06,33.184,7.32,134.46,0,palau,,Western Pacific,primary,
-0.07,33.114,7.32,134.46,0,palau,,Western Pacific,primary,
-0.11,33.184,7.32,134.46,0,palau,,Western Pacific,primary,
-0.29,32.598,7.32,134.46,0,palau,,Western Pacific,primary,
-0.18,32.922,7.32,134.46,0,palau,,Western Pacific,primary,
-0.15,33.022,7.32,134.46,0,palau,,Western Pacific,primary,
-0.15,32.974,7.32,134.46,0,palau,,Western Pacific,primary,
-0.14,33.01,7.32,134.46,0,palau,,Western Pacific,primary,
